image_name,image_size,file_type,created_time,undamaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_006_116.png,37287,image/png,2020-06-22 20:39:07.662 UTC,true,0.10044145584106445,2020-06-22 20:39:08.598681 UTC,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_015_149.png,35107,image/png,2020-06-22 20:39:08.333 UTC,true,0.033954143524169922,2020-06-22 20:39:09.348255 UTC,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_073_078.png,38942,image/png,2020-06-22 20:39:09.364 UTC,true,0.0344996452331543,2020-06-22 20:39:09.843829 UTC,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_092_102.png,39771,image/png,2020-06-22 20:39:09.921 UTC,true,0.034908771514892578,2020-06-22 20:39:10.366566 UTC,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_101_112.png,41858,image/png,2020-06-22 20:39:10.037 UTC,false,0.035155057907104492,2020-06-22 20:39:10.880065 UTC,4,8,Linux,x86_64,7.00GB,5.80GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-06-22 20:39:11.819 UTC,true,0.035442590713500977,2020-06-22 20:39:12.322656 UTC,4,8,Linux,x86_64,7.00GB,5.80GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_055_147.png,37531,image/png,2020-06-22 20:39:08.904 UTC,true,0.03339385986328125,2020-06-22 20:39:12.447978 UTC,4,8,Linux,x86_64,7.00GB,5.80GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_009_070.png,39779,image/png,2020-06-22 20:39:08.058 UTC,true,0.033902406692504883,2020-06-22 20:39:12.536384 UTC,4,8,Linux,x86_64,7.00GB,5.80GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_043_133.png,41048,image/png,2020-06-22 20:39:08.680 UTC,false,0.032081365585327148,2020-06-22 20:39:12.591460 UTC,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_043_100.png,41931,image/png,2020-06-22 20:39:08.675 UTC,false,0.034097433090209961,2020-06-22 20:39:12.763526 UTC,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
