image_name,image_size,file_type,created_time,damaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_001_073.png,41863,image/png,2020-04-10 23:52:22.474 UTC,false,0.13347411155700684,0.3019866943359375,2,4,Linux,x86_64,3.46GB,2.22GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 23:51:34.865 UTC,false,0.17621898651123047,0.31153011322021484,2,4,Linux,x86_64,3.46GB,2.23GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 23:52:14.370 UTC,false,0.12206435203552246,0.23723769187927246,2,4,Linux,x86_64,3.46GB,2.21GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 23:52:00.189 UTC,false,0.1064460277557373,0.31844401359558105,2,4,Linux,x86_64,3.46GB,2.23GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 23:51:26.518 UTC,false,0.15177702903747559,0.29047107696533203,2,4,Linux,x86_64,3.46GB,2.24GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 23:51:51.781 UTC,false,0.1246483325958252,0.31913161277770996,2,4,Linux,x86_64,3.46GB,2.24GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 23:50:49.461 UTC,false,0.11027765274047852,0.29078340530395508,2,4,Linux,x86_64,3.46GB,2.25GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-04-10 23:51:26.845 UTC,false,0.12950706481933594,0.25236296653747559,2,4,Linux,x86_64,3.46GB,2.24GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-04-10 23:51:43.548 UTC,false,0.078772783279418945,0.24657559394836426,2,4,Linux,x86_64,3.46GB,2.23GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-04-10 23:52:00.396 UTC,false,0.085788965225219727,0.31525063514709473,2,4,Linux,x86_64,3.46GB,2.23GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
