image_name,image_size,file_type,created_time,damaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_001_073.png,41863,image/png,2020-05-03 13:17:33.728 UTC,false,0.2076263427734375,0.41712474822998047,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_079.png,42343,image/png,2020-05-03 13:18:27.698 UTC,true,0.12439608573913574,0.42738676071166992,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_079.png,42343,image/png,2020-05-03 13:17:11.210 UTC,true,0.041113138198852539,0.21152758598327637,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:18:36.106 UTC,true,0.1214134693145752,0.32371664047241211,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:17:25.960 UTC,true,0.082391977310180664,0.23453664779663086,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:17:33.866 UTC,true,0.10730576515197754,0.20397305488586426,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_101.png,38568,image/png,2020-05-03 13:18:27.682 UTC,true,0.1165311336517334,0.28516459465026855,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_101.png,38568,image/png,2020-05-03 13:17:50.262 UTC,true,0.09665679931640625,0.25203752517700195,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_106.png,29017,image/png,2020-05-03 13:18:27.665 UTC,true,0.058722496032714844,0.18377065658569336,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
post_001_106.png,29017,image/png,2020-05-03 13:18:19.920 UTC,true,0.1032407283782959,0.20564055442810059,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,FastApi,CPU,true,true
