image_name,image_size,file_type,created_time,damaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_001_073.png,41863,image/png,2020-05-03 13:35:28.565 UTC,false,0.0028786659240722656,0.095974206924438477,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:35:43.465 UTC,false,0.0031015872955322266,0.095978975296020508,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:36:03.325 UTC,false,0.0029146671295166016,0.091863393783569336,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_079.png,42343,image/png,2020-05-03 13:35:35.944 UTC,true,0.002506256103515625,0.10349917411804199,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_082.png,39689,image/png,2020-05-03 13:35:21.230 UTC,true,0.0029153823852539062,0.12732696533203125,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_082.png,39689,image/png,2020-05-03 13:35:28.629 UTC,true,0.0048871040344238281,0.0991811752319336,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_082.png,39689,image/png,2020-05-03 13:36:12.531 UTC,true,0.0022900104522705078,0.098690986633300781,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_082.png,39689,image/png,2020-05-03 13:35:43.519 UTC,true,0.0040049552917480469,0.097910165786743164,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_082.png,39689,image/png,2020-05-03 13:36:28.941 UTC,true,0.0035722255706787109,0.12227201461791992,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:35:43.439 UTC,true,0.0045096874237060547,0.0987405776977539,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:36:28.920 UTC,true,0.0047821998596191406,0.10324430465698242,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:35:35.927 UTC,true,0.0032937526702880859,0.091707229614257812,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_083.png,39929,image/png,2020-05-03 13:35:55.321 UTC,true,0.0024509429931640625,0.0892477035522461,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_101.png,38568,image/png,2020-05-03 13:36:29.009 UTC,true,0.0035338401794433594,0.13173437118530273,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_101.png,38568,image/png,2020-05-03 13:35:55.531 UTC,true,0.0034322738647460938,0.094172477722167969,4,8,Linux,x86_64,7.00GB,5.77GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
