image_name,image_size,file_type,created_time,undamaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_005_130.png,39571,image/png,2020-06-22 20:22:55.883 UTC,true,0.0035839080810546875,2020-06-22 20:22:56.697178 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_002_132.png,35486,image/png,2020-06-22 20:22:55.494 UTC,true,0.0013811588287353516,2020-06-22 20:22:56.703778 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_019_112.png,24193,image/png,2020-06-22 20:22:56.594 UTC,true,0.0020174980163574219,2020-06-22 20:22:57.437032 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_015_100.png,39504,image/png,2020-06-22 20:22:56.577 UTC,true,0.0014402866363525391,2020-06-22 20:22:57.441318 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_075_092.png,42417,image/png,2020-06-22 20:22:57.447 UTC,false,0.0028243064880371094,2020-06-22 20:22:57.976017 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_078_139.png,41491,image/png,2020-06-22 20:22:57.669 UTC,true,0.0031859874725341797,2020-06-22 20:22:58.147421 UTC,4,8,Linux,x86_64,7.00GB,5.70GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_080_136.png,40934,image/png,2020-06-22 20:22:57.783 UTC,true,0.0032496452331542969,2020-06-22 20:22:58.414166 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_081_055.png,40139,image/png,2020-06-22 20:22:57.762 UTC,false,0.0015187263488769531,2020-06-22 20:22:58.643826 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_108_156.png,38683,image/png,2020-06-22 20:22:58.249 UTC,false,0.0020658969879150391,2020-06-22 20:22:59.061305 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_008_057.png,27123,image/png,2020-06-22 20:22:56.142 UTC,true,0.0015807151794433594,2020-06-22 20:23:00.022419 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_011_077.png,36117,image/png,2020-06-22 20:22:56.334 UTC,true,0.0018625259399414062,2020-06-22 20:23:00.031616 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_108.png,39523,image/png,2020-06-22 20:22:55.517 UTC,true,0.0019588470458984375,2020-06-22 20:23:00.098771 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_011_156.png,39665,image/png,2020-06-22 20:22:56.364 UTC,true,0.0029516220092773438,2020-06-22 20:23:00.104658 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_012_153.png,31818,image/png,2020-06-22 20:22:56.387 UTC,true,0.0017869472503662109,2020-06-22 20:23:00.133802 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_005_132.png,38676,image/png,2020-06-22 20:22:55.887 UTC,true,0.0019512176513671875,2020-06-22 20:23:00.162392 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_007_082.png,40670,image/png,2020-06-22 20:22:56.041 UTC,true,0.0024116039276123047,2020-06-22 20:23:00.191715 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_010_090.png,36141,image/png,2020-06-22 20:22:56.299 UTC,true,0.00173187255859375,2020-06-22 20:23:00.207363 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_079.png,42343,image/png,2020-06-22 20:22:59.814 UTC,true,0.0017104148864746094,2020-06-22 20:23:00.235263 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_005_063.png,34832,image/png,2020-06-22 20:22:55.826 UTC,true,0.0014517307281494141,2020-06-22 20:23:00.239374 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_137.png,39487,image/png,2020-06-22 20:22:59.823 UTC,true,0.0019929409027099609,2020-06-22 20:23:00.258642 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_006_104.png,37443,image/png,2020-06-22 20:22:55.904 UTC,true,0.0018877983093261719,2020-06-22 20:23:00.270797 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_049_105.png,40671,image/png,2020-06-22 20:22:56.901 UTC,false,0.0018718242645263672,2020-06-22 20:23:00.274840 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_004_104.png,33408,image/png,2020-06-22 20:22:55.804 UTC,true,0.0018317699432373047,2020-06-22 20:23:00.305441 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_054_100.png,40997,image/png,2020-06-22 20:22:56.862 UTC,false,0.0018575191497802734,2020-06-22 20:23:00.343891 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_003_133.png,37706,image/png,2020-06-22 20:22:59.871 UTC,true,0.0016634464263916016,2020-06-22 20:23:00.368850 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_002_148.png,37276,image/png,2020-06-22 20:22:59.851 UTC,true,0.0014743804931640625,2020-06-22 20:23:00.375085 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_002_135.png,36772,image/png,2020-06-22 20:22:59.840 UTC,true,0.0015518665313720703,2020-06-22 20:23:00.382196 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_008_094.png,34726,image/png,2020-06-22 20:22:56.143 UTC,true,0.0022480487823486328,2020-06-22 20:23:00.392526 UTC,4,8,Linux,x86_64,7.00GB,5.68GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_008_070.png,37742,image/png,2020-06-22 20:22:56.136 UTC,true,0.0038926601409912109,2020-06-22 20:23:00.413630 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_107.png,39697,image/png,2020-06-22 20:22:55.474 UTC,true,0.0019209384918212891,2020-06-22 20:23:00.420743 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_013_064.png,40431,image/png,2020-06-22 20:22:56.432 UTC,true,0.0021224021911621094,2020-06-22 20:23:00.425761 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_004_084.png,40193,image/png,2020-06-22 20:22:55.581 UTC,true,0.0029730796813964844,2020-06-22 20:23:00.441825 UTC,4,8,Linux,x86_64,7.00GB,5.66GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_053_054.png,39537,image/png,2020-06-22 20:22:56.837 UTC,true,0.0037951469421386719,2020-06-22 20:23:00.481290 UTC,4,8,Linux,x86_64,7.00GB,5.67GB,#1 SMP Sat Jun 13 11:04:33 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
