image_name,image_size,file_type,created_time,damaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_001_073.png,41863,image/png,2020-04-10 13:17:00.066 UTC,false,0.0043418407440185547,0.081248044967651367,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 13:17:12.071 UTC,false,0.0039379596710205078,0.08198237419128418,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 13:16:48.756 UTC,false,0.0038423538208007812,0.10534095764160156,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 13:13:19.868 UTC,false,0.0086271762847900391,0.11947131156921387,2,4,Linux,x86_64,3.46GB,2.53GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 13:16:11.611 UTC,false,0.00438237190246582,0.084614992141723633,2,4,Linux,x86_64,3.46GB,2.49GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 13:16:40.399 UTC,false,0.010108709335327148,0.093130826950073242,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_073.png,41863,image/png,2020-04-10 13:16:27.195 UTC,false,0.0036308765411376953,0.10399723052978516,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_001_079.png,42343,image/png,2020-04-10 13:14:30.034 UTC,false,0.0423436164855957,0.11739516258239746,2,4,Linux,x86_64,3.46GB,2.50GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_009_080.png,37041,image/png,2020-04-10 13:17:10.930 UTC,false,0.00794839859008789,0.10637640953063965,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_009_080.png,37041,image/png,2020-04-10 13:16:39.140 UTC,false,0.0029878616333007812,0.10425591468811035,2,4,Linux,x86_64,3.46GB,2.49GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_009_080.png,37041,image/png,2020-04-10 13:16:25.929 UTC,false,0.0053410530090332031,0.080064058303833008,2,4,Linux,x86_64,3.46GB,2.49GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
post_009_080.png,37041,image/png,2020-04-10 13:16:47.486 UTC,false,0.0061492919921875,0.1027979850769043,2,4,Linux,x86_64,3.46GB,2.48GB,#1 SMP Sat Apr 4 00:12:45 PDT 2020,4.19.112+,openvino,FastApi,CPU,true,true
