image_name,image_size,file_type,created_time,undamaged,inference_time,total_execution_time,physical_core,total_core,system,processor,system_memory,system_memory_available,so_version,so_release,inference_engine,web_engine,processor_unit,docker,cloud
post_001_073.png,41863,image/png,2020-05-03 13:22:22.414 UTC,false,0.038922309875488281,0.17089223861694336,4,8,Linux,x86_64,7.00GB,5.96GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:24:02.921 UTC,false,0.076015949249267578,0.18421363830566406,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:23:21.043 UTC,false,0.046277046203613281,0.13376235961914062,4,8,Linux,x86_64,7.00GB,5.85GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:23:31.550 UTC,false,0.035097122192382812,0.16418075561523438,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:23:51.630 UTC,false,0.036344289779663086,0.1157841682434082,4,8,Linux,x86_64,7.00GB,5.96GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:23:14.380 UTC,false,0.037999153137207031,0.14231586456298828,4,8,Linux,x86_64,7.00GB,5.69GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:23:07.343 UTC,false,0.0683598518371582,0.16871404647827148,4,8,Linux,x86_64,7.00GB,5.75GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_001_073.png,41863,image/png,2020-05-03 13:22:51.510 UTC,false,0.051020145416259766,0.15338444709777832,4,8,Linux,x86_64,7.00GB,5.89GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-05-03 13:24:04.537 UTC,false,0.034620046615600586,0.1347503662109375,4,8,Linux,x86_64,7.00GB,5.78GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-05-03 13:23:33.168 UTC,false,0.0382990837097168,0.12532925605773926,4,8,Linux,x86_64,7.00GB,5.85GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-05-03 13:23:15.838 UTC,false,0.037865877151489258,0.12346577644348145,4,8,Linux,x86_64,7.00GB,5.69GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-05-03 13:23:22.572 UTC,false,0.035386085510253906,0.1198420524597168,4,8,Linux,x86_64,7.00GB,5.98GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-05-03 13:22:53.111 UTC,false,0.0653078556060791,0.15698051452636719,4,8,Linux,x86_64,7.00GB,5.85GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
post_014_144.png,36409,image/png,2020-05-03 13:23:00.868 UTC,false,0.037310600280761719,0.11983180046081543,4,8,Linux,x86_64,7.00GB,5.85GB,#1 SMP Tue Apr 28 00:46:54 PDT 2020,4.19.112+,tensorflow,Flask,CPU,true,true
